-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0EMBSENDZ    02A207  PSB       04.312  07:19:10.06  00006912  7.1  00013504  00001152  00005760
 EMBSEND0    02A20A  PSB       04.312  07:19:10.06  00010496  7.1  00013504  00001664  00008832
 EMBSMUT     02A20D  PSB       04.312  07:19:10.06  00003072  7.1  00013184  00000448  00002624
 EMBSYSB     02A210  PSB       04.312  07:19:10.06  00002880  7.1  00007488  00000384  00002496
 EMPCBMPP    02A301  PSB       04.312  07:19:10.06  00008640  7.1  00013504  00001472  00007168
 ENEMSGL     02A306  PSB       04.312  07:19:10.06  00002752  7.1  00002048  00000448  00002304
 ENOADJS     02A309  PSB       04.312  07:19:10.06  00013632  7.1  00029888  00001920  00011712
 ENOBMSA     02A30C  PSB       04.312  07:19:10.06  00013440  7.1  00029632  00002112  00011328
 ENOBPAY     02A401  PSB       04.312  07:19:10.06  00011456  7.1  00029632  00001728  00009728
 ENOFILM     02A404  PSB       04.312  07:19:10.06  00015104  7.1  00029632  00002240  00012864
 ENOMPCP1    02A407  PSB       04.312  07:19:10.06  00000384  7.1  00000000  00000384  00000000
 ENOMPTDA    02A409  PSB       04.312  07:19:10.06  00003200  7.1  00001920  00000512  00002688
 ENOMPTDB    02A40C  PSB       04.312  07:19:10.06  00003264  7.1  00002496  00000512  00002752
 ENOPMSA     02A501  PSB       04.312  07:19:10.06  00025216  7.1  00029824  00003776  00021440
 ENOPPAY     02A504  PSB       04.312  07:19:10.06  00023168  7.1  00029824  00003328  00019840
 ENOPROF     02A507  PSB       04.312  07:19:10.06  00000384  7.1  00000000  00000384  00000000
 ENOREPT     02A601  PSB       04.312  07:19:10.06  00006656  7.1  00025984  00001024  00005632
 ENOSB08     02A604  PSB       04.312  07:19:10.06  00003840  7.1  00019904  00000640  00003200
 ENOSB49     02A607  PSB       04.312  07:19:10.06  00013632  7.1  00029888  00001920  00011712
 ENOSB70     02A60A  PSB       04.312  07:19:10.06  00013632  7.1  00029888  00001920  00011712
 ENOSP08     02A60D  PSB       04.312  07:19:10.06  00009792  7.1  00029824  00001344  00008448
 ENOSP09     02A703  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP10     02A706  PSB       04.312  07:19:10.06  00019008  7.1  00029696  00002688  00016320
 ENOSP11     02A801  PSB       04.312  07:19:10.06  00017408  7.1  00029824  00002496  00014912
 ENOSP12     02A804  PSB       04.312  07:19:10.06  00015232  7.1  00029568  00002304  00012928
 ENOSP13     02A807  PSB       04.312  07:19:10.06  00012864  7.1  00029568  00001920  00010944
 ENOSP14     02A901  PSB       04.312  07:19:10.06  00019008  7.1  00029696  00002688  00016320
 ENOSP15     02A904  PSB       04.312  07:19:10.06  00018880  7.1  00029696  00002688  00016192
 ENOSP16     02AA01  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP17     02AA04  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP18     02AB01  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP19     02AB04  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP20     02AB07  PSB       04.312  07:19:10.06  00013696  7.1  00029568  00002048  00011648
 ENOSP21     02AC01  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP22     02AC04  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP23     02AC07  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP24     02AD01  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP25     02AD04  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP26     02AD07  PSB       04.312  07:19:10.06  00016768  7.1  00029696  00002496  00014272
 ENOSP27     02AE01  PSB       04.312  07:19:10.06  00013696  7.1  00029568  00002048  00011648
 ENOSP28     02AE04  PSB       04.312  07:19:10.06  00013696  7.1  00029568  00002048  00011648
 ENOSP29     02AE07  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP30     02AF01  PSB       04.312  07:19:10.06  00012864  7.1  00029568  00001920  00010944
 ENOSP31     02AF04  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP32     02AF07  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP33     02B001  PSB       04.312  07:19:10.06  00022400  7.1  00029696  00003264  00019136
 ENOSP34     02B004  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP35     02B007  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP36     02B103  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP37     02B106  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0ENOSP38     02B109  PSB       04.312  07:19:10.06  00013696  7.1  00029568  00002048  00011648
 ENOSP39     02B201  PSB       04.312  07:19:10.06  00019712  7.1  00029696  00002880  00016832
 ENOSP40     02B204  PSB       04.312  07:19:10.06  00011200  7.1  00029568  00001664  00009536
 ENOSP41     02B207  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP42     02B301  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP43     02B304  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP44     02B307  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENOSP48     02B30A  PSB       04.312  07:19:10.06  00013632  7.1  00029696  00001920  00011712
 ENOSP49     02B401  PSB       04.312  07:19:10.06  00021248  7.1  00029696  00003072  00018176
 ENOSP59     02B404  PSB       04.312  07:19:10.06  00013824  7.1  00029568  00002048  00011776
 ENOSP60     02B407  PSB       04.312  07:19:10.06  00014976  7.1  00029696  00002176  00012800
 ENOSP61     02B501  PSB       04.312  07:19:10.06  00017344  7.1  00029696  00002496  00014848
 ENOSP70     02B504  PSB       04.312  07:19:10.06  00023744  7.1  00029824  00003456  00020288
 ENPTOMSA    02B507  PSB       04.312  07:19:10.06  00005120  7.1  00005184  00000576  00004544
 ENQAGT      02B601  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENQCOV      02B604  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENQERR      02B607  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENQGEN      02B60A  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENQNAM      02B60D  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENQREQ      02B610  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENQRQA      02B613  PSB       04.312  07:19:10.06  00005952  7.1  00023872  00000960  00004992
 ENTPSMU     02B701  PSB       04.312  07:19:10.06  00002944  7.1  00020352  00000384  00002560
 ENVADJS     02B704  PSB       04.312  07:19:10.06  00012800  7.1  00029632  00001856  00010944
 ENVAGT      02B707  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVBMSA     02B70A  PSB       04.312  07:19:10.06  00013504  7.1  00029632  00002112  00011392
 ENVBPAY     02B70D  PSB       04.312  07:19:10.06  00010432  7.1  00029632  00001536  00008896
 ENVCOV      02B801  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVERR      02B804  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVFILM     02B807  PSB       04.312  07:19:10.06  00015168  7.1  00029632  00002240  00012928
 ENVFND      02B80A  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVGEN      02B80D  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVNAM      02B901  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVPLCH     02B904  PSB       04.312  07:19:10.06  00014976  7.1  00029632  00002176  00012800
 ENVPLOAD    02B907  PSB       04.312  07:19:10.06  00003968  7.1  00014272  00000576  00003392
 ENVPMSA     02B90A  PSB       04.312  07:19:10.06  00024640  7.1  00029824  00003776  00020864
 ENVPPAY     02BA03  PSB       04.312  07:19:10.06  00021056  7.1  00029824  00003136  00017920
 ENVPUPDT    02BA06  PSB       04.312  07:19:10.06  00004032  7.1  00020352  00000576  00003456
 ENVREPT     02BA09  PSB       04.312  07:19:10.06  00006784  7.1  00025984  00001024  00005760
 ENVREQ      02BA0C  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVRQA      02BA0F  PSB       04.312  07:19:10.06  00006208  7.1  00029440  00000960  00005248
 ENVSB08     02BB01  PSB       04.312  07:19:10.06  00003840  7.1  00019904  00000640  00003200
 ENVSB61     02BB04  PSB       04.312  07:19:10.06  00010240  7.1  00029632  00001536  00008704
 ENVSB62     02BB07  PSB       04.312  07:19:10.06  00012544  7.1  00029632  00001728  00010816
 ENVSB70     02BB0A  PSB       04.312  07:19:10.06  00014976  7.1  00029632  00002176  00012800
 ENVSP08     02BC01  PSB       04.312  07:19:10.06  00008960  7.1  00029568  00001280  00007680
 ENVSP09     02BC04  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP10     02BC07  PSB       04.312  07:19:10.06  00016960  7.1  00029696  00002496  00014464
 ENVSP11     02BD01  PSB       04.312  07:19:10.06  00015296  7.1  00029568  00002304  00012992
 ENVSP12     02BD04  PSB       04.312  07:19:10.06  00015296  7.1  00029568  00002304  00012992
 ENVSP13     02BD07  PSB       04.312  07:19:10.06  00012864  7.1  00029568  00001920  00010944
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0ENVSP14     02BE01  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP15     02BE04  PSB       04.312  07:19:10.06  00017408  7.1  00029696  00002496  00014912
 ENVSP16     02BE07  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP17     02BF01  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP18     02BF04  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP19     02BF07  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP20     02C001  PSB       04.312  07:19:10.06  00013760  7.1  00029568  00002048  00011712
 ENVSP21     02C004  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP22     02C007  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP23     02C00A  PSB       04.312  07:19:10.06  00011456  7.1  00029568  00001664  00009792
 ENVSP24     02C101  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP25     02C104  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP26     02C107  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP27     02C201  PSB       04.312  07:19:10.06  00013824  7.1  00029568  00002112  00011712
 ENVSP28     02C204  PSB       04.312  07:19:10.06  00013824  7.1  00029568  00002112  00011712
 ENVSP29     02C207  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP30     02C301  PSB       04.312  07:19:10.06  00012864  7.1  00029568  00001920  00010944
 ENVSP31     02C304  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP32     02C307  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP33     02C401  PSB       04.312  07:19:10.06  00023104  7.1  00029696  00003264  00019840
 ENVSP34     02C404  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP35     02C407  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP36     02C501  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP37     02C504  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP38     02C507  PSB       04.312  07:19:10.06  00013824  7.1  00029568  00002112  00011712
 ENVSP39     02C601  PSB       04.312  07:19:10.06  00017792  7.1  00029696  00002688  00015104
 ENVSP40     02C604  PSB       04.312  07:19:10.06  00011200  7.1  00029568  00001664  00009536
 ENVSP41     02C607  PSB       04.312  07:19:10.06  00015296  7.1  00029696  00002304  00012992
 ENVSP42     02C701  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP43     02C704  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP44     02C707  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP48     02C70A  PSB       04.312  07:19:10.06  00011584  7.1  00029696  00001728  00009856
 ENVSP59     02C801  PSB       04.312  07:19:10.06  00013824  7.1  00029568  00002112  00011712
 ENVSP60     02C804  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP61     02C807  PSB       04.312  07:19:10.06  00012288  7.1  00029696  00001728  00010560
 ENVSP63     02C80A  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP64     02C902  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP65     02C905  PSB       04.312  07:19:10.06  00015296  7.1  00029568  00002304  00012992
 ENVSP66     02C908  PSB       04.312  07:19:10.06  00011328  7.1  00029568  00001664  00009664
 ENVSP70     02CA01  PSB       04.312  07:19:10.06  00014976  7.1  00029632  00002176  00012800
 ENXDLET     02CA04  PSB       04.312  07:19:10.06  00003136  7.1  00015488  00000384  00002752
 ENXLOAD     02CA07  PSB       04.312  07:19:10.06  00003008  7.1  00013312  00000384  00002624
 ENXPSMU     02CA0A  PSB       04.312  07:19:10.06  00003008  7.1  00013312  00000384  00002624
 EN2LOAD     02CA0D  PSB       04.312  07:19:10.06  00002880  7.1  00020288  00000384  00002496
 EN2PSMU     02CA10  PSB       04.312  07:19:10.06  00002944  7.1  00020352  00000384  00002560
 EN3DLETP    02CA13  PSB       04.312  07:19:10.06  00003136  7.1  00015488  00000384  00002752
 EN3LOADP    02CA16  PSB       04.312  07:19:10.06  00003008  7.1  00013312  00000384  00002624
 EN4DLETP    02CA19  PSB       04.312  07:19:10.06  00002944  7.1  00023936  00000384  00002560
 EN4LOADP    02CB02  PSB       04.312  07:19:10.06  00002880  7.1  00020288  00000384  00002496
 ERMINQ      02CB07  PSB       04.312  07:19:10.06  00006592  7.1  00001728  00001088  00005504
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0ERMPSMUT    02CB0A  PSB       04.312  07:19:10.06  00005760  7.1  00001728  00000960  00004800
 ERPSMUT     02CB0D  PSB       04.312  07:19:10.06  00002560  7.1  00001728  00000320  00002240
 ESDMMKG     02CB10  PSB       04.312  07:19:10.06  00004160  7.1  00013504  00000576  00003584
 EXADJPSB    02CB17  PSB       04.312  07:19:10.06  00002624  7.1  00001344  00000448  00002176
 FADEZAYT    02CB1A  PSB       04.312  07:19:10.06  00003072  7.1  00002496  00000384  00002688
 FADFL01     02CB1D  PSB       04.312  07:19:10.06  00007360  7.1  00002624  00000768  00006592
 FAMFM01     02CC02  PSB       04.312  07:19:10.06  00006848  7.1  00002560  00001024  00005824
 FAMMP100    02CC05  PSB       04.312  07:19:10.06  00009664  7.1  00020928  00001536  00008128
 FAMMP101    02CC08  PSB       04.312  07:19:10.06  00009472  7.1  00020928  00001536  00007936
 FAMMP102    02CC0B  PSB       04.312  07:19:10.06  00009664  7.1  00020928  00001536  00008128
 FAMMP103    02CC0E  PSB       04.312  07:19:10.06  00009472  7.1  00020928  00001536  00007936
 FAMMP104    02CD01  PSB       04.312  07:19:10.06  00009472  7.1  00020928  00001536  00007936
 FAMMP105    02CD04  PSB       04.312  07:19:10.06  00003968  7.1  00019904  00000704  00003264
 FAMMP106    02CD07  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP107    02CD0A  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP108    02CD0D  PSB       04.312  07:19:10.06  00010560  7.1  00020928  00001600  00008960
 FAMMP109    02CE01  PSB       04.312  07:19:10.06  00010560  7.1  00020928  00001600  00008960
 FAMMP110    02CE04  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP111    02CE07  PSB       04.312  07:19:10.06  00010432  7.1  00020928  00001600  00008832
 FAMMP112    02CE0A  PSB       04.312  07:19:10.06  00010432  7.1  00020928  00001600  00008832
 FAMMP113    02CF01  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP114    02CF04  PSB       04.312  07:19:10.06  00010432  7.1  00020928  00001600  00008832
 FAMMP115    02CF07  PSB       04.312  07:19:10.06  00010432  7.1  00020928  00001600  00008832
 FAMMP120    02CF0A  PSB       04.312  07:19:10.06  00009984  7.1  00020928  00001600  00008384
 FAMMP121    02D001  PSB       04.312  07:19:10.06  00010048  7.1  00020928  00001600  00008448
 FAMMP122    02D004  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP123    02D007  PSB       04.312  07:19:10.06  00009856  7.1  00020928  00001600  00008256
 FAMMP124    02D00A  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP125    02D101  PSB       04.312  07:19:10.06  00010368  7.1  00020928  00001600  00008768
 FAMMP126    02D104  PSB       04.312  07:19:10.06  00010368  7.1  00020928  00001600  00008768
 FAMMP127    02D107  PSB       04.312  07:19:10.06  00009984  7.1  00020928  00001600  00008384
 FAMMP128    02D10A  PSB       04.312  07:19:10.06  00009984  7.1  00020928  00001600  00008384
 FAMMP129    02D201  PSB       04.312  07:19:10.06  00009984  7.1  00020928  00001600  00008384
 FAMMP130    02D204  PSB       04.312  07:19:10.06  00009984  7.1  00020928  00001600  00008384
 FAMMP131    02D207  PSB       04.312  07:19:10.06  00009792  7.1  00020928  00001600  00008192
 FAMMP132    02D20A  PSB       04.312  07:19:10.06  00009792  7.1  00020928  00001600  00008192
 FAMMP133    02D301  PSB       04.312  07:19:10.06  00010240  7.1  00020928  00001600  00008640
 FAMMP135    02D304  PSB       04.312  07:19:10.06  00009792  7.1  00020928  00001600  00008192
 FAMMP136    02D307  PSB       04.312  07:19:10.06  00010048  7.1  00020928  00001600  00008448
 FAMMP137    02D30A  PSB       04.312  07:19:10.06  00009984  7.1  00020928  00001600  00008384
 FAMMP138    02D401  PSB       04.312  07:19:10.06  00009792  7.1  00020928  00001600  00008192
 FAMMP200    02D404  PSB       04.312  07:19:10.06  00011904  7.1  00020928  00001792  00010112
 FAMMP201    02D407  PSB       04.312  07:19:10.06  00011776  7.1  00020928  00001792  00009984
 FAMMP202    02D40A  PSB       04.312  07:19:10.06  00011776  7.1  00020928  00001792  00009984
 FAMMP203    02D501  PSB       04.312  07:19:10.06  00011776  7.1  00020928  00001792  00009984
 FAMMP204    02D504  PSB       04.312  07:19:10.06  00011776  7.1  00020928  00001792  00009984
 FAMMP205    02D507  PSB       04.312  07:19:10.06  00011776  7.1  00020928  00001792  00009984
 FAMMP206    02D50A  PSB       04.312  07:19:10.06  00011776  7.1  00020928  00001792  00009984
 FAMMP221    02D601  PSB       04.312  07:19:10.06  00010176  7.1  00020928  00001600  00008576
 FAMMP222    02D604  PSB       04.312  07:19:10.06  00010176  7.1  00020928  00001600  00008576
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0FAMMP223    02D607  PSB       04.312  07:19:10.06  00010176  7.1  00020928  00001600  00008576
 FAMMP224    02D60A  PSB       04.312  07:19:10.06  00010176  7.1  00020928  00001600  00008576
 FAMMP230    02D701  PSB       04.312  07:19:10.06  00007232  7.1  00003456  00001216  00006016
 FAMMP240    02D704  PSB       04.312  07:19:10.06  00007232  7.1  00003456  00001216  00006016
 FAMMP250    02D707  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP251    02D70A  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP252    02D70D  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP253    02D801  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP260    02D804  PSB       04.312  07:19:10.06  00008384  7.1  00020928  00001472  00006912
 FAMMP261    02D807  PSB       04.312  07:19:10.06  00008384  7.1  00020928  00001472  00006912
 FAMMP262    02D80A  PSB       04.312  07:19:10.06  00008384  7.1  00020928  00001472  00006912
 FAMMP270    02D80D  PSB       04.312  07:19:10.06  00007232  7.1  00003456  00001216  00006016
 FAMMP280    02D901  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP281    02D904  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP282    02D907  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP283    02D90A  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP284    02D90D  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP285    02DA01  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP286    02DA04  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP320    02DA07  PSB       04.312  07:19:10.06  00005184  7.1  00020160  00000960  00004224
 FAMMP321    02DA0A  PSB       04.312  07:19:10.06  00005184  7.1  00020160  00000960  00004224
 FAMMP322    02DA0D  PSB       04.312  07:19:10.06  00005184  7.1  00020160  00000960  00004224
 FAMMP323    02DA10  PSB       04.312  07:19:10.06  00005184  7.1  00020160  00000960  00004224
 FAMMP324    02DA13  PSB       04.312  07:19:10.06  00005184  7.1  00020160  00000960  00004224
 FAMMP330    02DB03  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP331    02DB06  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP332    02DB09  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP333    02DB0C  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP334    02DC01  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP335    02DC04  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP336    02DC07  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP337    02DC0A  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP338    02DD01  PSB       04.312  07:19:10.06  00010112  7.1  00020928  00001600  00008512
 FAMMP997    02DD04  PSB       04.312  07:19:10.06  00008832  7.1  00020928  00001408  00007424
 FAMMP998    02DD07  PSB       04.312  07:19:10.06  00004032  7.1  00019904  00000832  00003200
 FEACM00     02DD0A  PSB       04.312  07:19:10.06  00004288  7.1  00002624  00000576  00003712
 FEADM00     02DD0D  PSB       04.312  07:19:10.06  00004288  7.1  00002624  00000576  00003712
 FEADM01     02DD10  PSB       04.312  07:19:10.06  00004288  7.1  00002624  00000640  00003648
 FEAJM01     02DD13  PSB       04.312  07:19:10.06  00003968  7.1  00002304  00000640  00003328
 FEATM01     02DE01  PSB       04.312  07:19:10.06  00006784  7.1  00003008  00001024  00005760
 FEAUM01     02DE04  PSB       04.312  07:19:10.06  00007104  7.1  00002624  00001024  00006080
 FRSRCAG     02DE07  PSB       04.312  07:19:10.06  00002816  7.1  00002304  00000384  00002432
 FRSRCEM     02DE0A  PSB       04.312  07:19:10.06  00004160  7.1  00013504  00000576  00003584
 FSSCIRA     02DE0D  PSB       04.312  07:19:10.06  00005184  7.1  00002624  00000768  00004416
 FSSDREM     02DE10  PSB       04.312  07:19:10.06  00004160  7.1  00013504  00000576  00003584
 FSSEMBMP    02DE13  PSB       04.312  07:19:10.06  00008192  7.1  00013504  00001088  00007104
 FSSPAGY     02DF01  PSB       04.312  07:19:10.06  00004992  7.1  00002496  00000768  00004224
 GAIEX02     02DF04  PSB       04.312  07:19:10.06  00003840  7.1  00002304  00000576  00003264
 GAIRP01     02DF07  PSB       04.312  07:19:10.06  00003968  7.1  00002304  00000640  00003328
 GAVAM01     02DF0A  PSB       04.312  07:19:10.06  00005888  7.1  00002304  00001024  00004864
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0GAVUNCV     02DF0D  PSB       04.312  07:19:10.06  00007040  7.1  00002624  00001216  00005824
 GAVUNOV     02DF10  PSB       04.312  07:19:10.06  00006592  7.1  00002880  00000960  00005632
 GAVUNRP     02DF13  PSB       04.312  07:19:10.06  00005504  7.1  00002624  00000832  00004672
 GAVUPDT     02DF16  PSB       04.312  07:19:10.06  00002880  7.1  00020160  00000384  00002496
 GCMMP011    02E002  PSB       04.312  07:19:10.06  00003968  7.1  00010048  00000704  00003264
 GEMDIAR     02E005  PSB       04.312  07:19:10.06  00008128  7.1  00020416  00000768  00007360
 GEMDI00A    02E008  PSB       04.312  07:19:10.06  00004352  7.1  00020416  00000512  00003840
 GEMEX107    02E00B  PSB       04.312  07:19:10.06  00007040  7.1  00020928  00001024  00006016
 GEMIAR0A    02E00E  PSB       04.312  07:19:10.06  00005952  7.1  00008576  00000576  00005376
 GEMOPR      02E011  PSB       04.312  07:19:10.06  00003840  7.1  00002304  00000640  00003200
 GEMPMA0A    02E014  PSB       04.312  07:19:10.06  00003904  7.1  00002112  00000576  00003328
 GEMPMF0A    02E101  PSB       04.312  07:19:10.06  00004160  7.1  00030016  00000576  00003584
 GEMRP016    02E104  PSB       04.312  07:19:10.06  00007040  7.1  00020928  00001024  00006016
 GEMRP017    02E107  PSB       04.312  07:19:10.06  00007040  7.1  00020928  00001024  00006016
 GEMRP110    02E10A  PSB       04.312  07:19:10.06  00007040  7.1  00020928  00001024  00006016
 GEMRP112    02E10D  PSB       04.312  07:19:10.06  00007040  7.1  00020928  00001024  00006016
 GEMTIN0A    02E110  PSB       04.312  07:19:10.06  00004288  7.1  00030016  00000576  00003712
 GEMWITH     02E113  PSB       04.312  07:19:10.06  00003840  7.1  00002304  00000640  00003200
 GEMX107     02E201  PSB       04.312  07:19:10.06  00007040  7.1  00020928  00001024  00006016
 GNSDLT0A    02E208  PSB       04.312  07:19:10.06  00002816  7.1  00001472  00000384  00002432
 GNSPFIMS    02E20B  PSB       04.312  07:19:10.06  00002816  7.1  00001472  00000384  00002432
 GPORTT0     02E20E  PSB       04.312  07:19:10.06  00011904  7.1  00013504  00001856  00010048
 GPRCACT     02E211  PSB       04.312  07:19:10.06  00008064  7.1  00004096  00000768  00007296
 GPRCCHK     02E214  PSB       04.312  07:19:10.06  00008064  7.1  00004096  00000768  00007296
 GPRCEDT     02E301  PSB       04.312  07:19:10.06  00008064  7.1  00004096  00000768  00007296
